0 received GameInstanceStart,,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
0 received GameInstanceStart,PlayerData,0,PlayfieldDataBegin,playerNameStart,player,playerNameEnd,scoreStart,0,scoreEnd,playfieldStart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,playfieldEnd,currentPieceStart,3,1,2,0,0,4,1,0,0,0,4,0,0,currentPieceEnd,heldPieceStart,null,heldPieceEnd,pieceQueueStart,PieceData,3,0,4,0,4,5,1,0,0,0,4,0,0,PieceData,2,5,1,5,1,4,0,0,PieceData,3,3,0,0,1,2,5,0,0,0,4,0,0,PieceData,3,0,0,1,3,4,2,0,0,0,4,0,0,PieceData,3,0,5,3,5,3,0,0,0,0,4,0,0,PieceData,4,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,3,4,4,5,0,0,0,0,4,0,0,PieceData,3,4,0,0,2,4,4,0,0,0,4,0,0,PieceData,3,3,5,0,0,3,5,0,0,0,4,0,0,PieceData,3,0,0,1,4,4,5,0,0,0,4,0,0,PieceData,2,5,5,3,2,4,0,0,PieceData,4,0,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,3,0,0,PieceData,3,0,5,0,2,1,3,0,0,0,4,0,0,pieceQueueEnd,PlayfieldDataEnd,GameInstanceEnd
